TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
RT051923VAT123,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT122,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT117,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT116,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT119,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT118,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT113,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT112,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT115,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT114,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT127,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT141,1,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT140,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT143,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT142,1,VERTEX ZA VAT,COUNTRY ZA OUTPUT,VTX_ZA_VAT_STD,VTX_ZA_807100000,0.000000,0.000000,0.000000,N,N,NONE||,N,SOUTH AFRICA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT137,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT136,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT139,1,VERTEX MX VAT,COUNTRY MX OUTPUT,VTX_MX_VAT_STD,VTX_MX_804840000,0.000000,0.000000,0.000000,N,N,NONE||,N,MEXICO,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT138,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT133,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT132,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT135,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT134,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT129,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT128,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT131,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT130,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT157,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT156,1,VERTEX MX VAT,COUNTRY MX OUTPUT,VTX_MX_VAT_STD,VTX_MX_804840000,0.000000,0.000000,0.000000,N,N,NONE||,N,MEXICO,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT159,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT158,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT153,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT152,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT155,1,VERTEX MX VAT,COUNTRY MX OUTPUT,VTX_MX_VAT_STD,VTX_MX_804840000,0.000000,0.000000,0.000000,N,N,NONE||,N,MEXICO,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT154,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT149,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT148,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT151,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT150,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT145,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT144,1,VERTEX TR VAT,COUNTRY TR OUTPUT,VTX_TR_VAT_STD,VTX_TR_807920000,0.000000,0.000000,0.000000,N,N,NONE||,N,TURKEY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT147,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT146,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT173,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT172,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT175,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT174,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT169,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT168,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT171,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT170,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT165,1,VERTEX TR VAT,COUNTRY TR OUTPUT,VTX_TR_VAT_STD,VTX_TR_807920000,0.000000,0.000000,0.000000,N,N,NONE||,N,TURKEY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT164,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT167,1,VERTEX ZA VAT,COUNTRY ZA OUTPUT,VTX_ZA_VAT_STD,VTX_ZA_807100000,0.000000,0.000000,0.000000,N,N,NONE||,N,SOUTH AFRICA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT166,1,VERTEX TR VAT,COUNTRY TR OUTPUT,VTX_TR_VAT_STD,VTX_TR_807920000,0.000000,0.000000,0.000000,N,N,NONE||,N,TURKEY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT161,1,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT160,1,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT160,2,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT163,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT162,2,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT162,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT189,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT188,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT191,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT190,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT185,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT184,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT187,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT186,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT181,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT180,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT183,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT182,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT177,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT176,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT179,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT178,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT205,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT204,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT207,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT206,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT201,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT200,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT203,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT202,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT202,2,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT197,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT196,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT199,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT198,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT193,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT192,1,VERTEX SG VAT,COUNTRY SG OUTPUT,VTX_SG_VAT_STD,VTX_SG_807020000,0.000000,0.000000,0.000000,N,N,NONE||,N,SINGAPORE,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT195,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT194,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT221,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT220,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT223,2,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT223,3,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT223,4,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT223,1,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT223,5,VERTEX HR VAT,COUNTRY HR OUTPUT,VTX_HR_VAT_STD,VTX_HR_801910000,0.000000,0.000000,0.000000,N,N,NONE||,N,CROATIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT222,3,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT222,1,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT222,5,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT222,4,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT222,2,VERTEX BG VAT,COUNTRY BG OUTPUT,VTX_BG_VAT_STD,VTX_BG_801000000,0.000000,0.000000,0.000000,N,N,NONE||,N,BULGARIA,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT217,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT216,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT219,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT218,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT213,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT212,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT215,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT214,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT209,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT208,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
RT051923VAT211,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
