TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
PT032923A012,1,VERTEX PT VAT,TERRITORY PT INPUT,VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,22.000000,22.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069305|DE6352410|||,MADEIRA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y,2023-03-29
PT032923A012,1,VERTEX PT VAT,COUNTRY PT INPUT,VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069305|DE6352410|||,PORTUGAL,NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F,RIUS104111|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y,2023-03-29
PT032923A015,1,VERTEX PT VAT,COUNTRY PT INPUT,VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069976|DE6352410|||,PORTUGAL,NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A015,1,VERTEX PT VAT,TERRITORY PT INPUT,VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,18.000000,18.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069976|DE6352410|||,AZORES,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A014,1,VERTEX PT VAT,TERRITORY PT INPUT,VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,18.000000,18.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069968||||,AZORES,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A014,1,VERTEX PT VAT,COUNTRY PT INPUT,VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069968|PT4152630|||,PORTUGAL,NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A009,1,VERTEX AT VAT,COUNTRY AT INPUT,VTX_AT_VAT_I_STD,VTX_AT_800400000,20.000000,20.000000,100.000000,N,100.000000,VAT|VAT|VAT,ATU43626796|DE6352410|||,AUSTRIA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|20.0|MATCHED|PAYCHARGED||20.000000|0.000000|20.0|20|Y,2023-03-29
PT032923A008,1,VERTEX AT VAT,COUNTRY AT INPUT,VTX_AT_VAT_I_STD,VTX_AT_800400000,20.000000,20.000000,100.000000,N,100.000000,VAT|VAT|VAT,ATU43626796|AT4152630|||,AUSTRIA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|20.0|MATCHED|PAYCHARGED||20.000000|0.000000|20.0|20|Y,2023-03-29
PT032923A011,1,VERTEX PT VAT,COUNTRY PT INPUT,VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069305|PT4152630|||,PORTUGAL,NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F,RIUS104111|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y,2023-03-29
PT032923A011,1,VERTEX PT VAT,TERRITORY PT INPUT,VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,22.000000,22.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069305||||,MADEIRA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y,2023-03-29
PT032923A010,1,VERTEX PT VAT,TERRITORY PT INPUT,VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,22.000000,22.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069305||||,MADEIRA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y,2023-03-29
PT032923A010,1,VERTEX PT VAT,COUNTRY PT INPUT,VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,PT513069305|PT4152630|||,PORTUGAL,NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F,RIUS104111|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y,2023-03-29
PT032923A029,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_STD,VTX_ES_807240000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y,2023-03-29
PT032923A028,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_STD,VTX_ES_807240000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y,2023-03-29
PT032923A031,1,VERTEX SG VAT,COUNTRY SG INPUT,VTX_SG_VAT_I_STD,VTX_SG_807020000,7.000000,7.000000,100.000000,N,100.000000,VAT|GST|VAT,SG631852963|SG4152630|||,SINGAPORE,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|7.0|MATCHED|PAYCHARGED||7.000000|0.000000|7.0|7|Y,2023-03-29
PT032923A030,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_STD,VTX_ES_807240000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,ESN0071677A|ES6518992|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y,2023-03-29
PT032923A025,1,VERTEX NL VAT,COUNTRY NL INPUT,VTX_NL_VAT_I_STD,VTX_NL_805280000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|AT4152630|||,NETHERLANDS,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y,2023-03-29
PT032923A024,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_STD,VTX_GB_808260000,20.000000,20.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB805979881|GB6352410|||,UNITED KINGDOM,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|20.0|MATCHED|PAYCHARGED||20.000000|0.000000|20.0|20|Y,2023-03-29
PT032923A027,1,VERTEX NL VAT,COUNTRY NL INPUT,VTX_NL_VAT_I_STD,VTX_NL_805280000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|DE6352410|||,NETHERLANDS,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y,2023-03-29
PT032923A026,1,VERTEX NL VAT,COUNTRY NL INPUT,VTX_NL_VAT_I_STD,VTX_NL_805280000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|AT4152630|||,NETHERLANDS,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|21.0|MATCHED|PAYCHARGED||21.000000|0.000000|21.0|21|Y,2023-03-29
PT032923A037,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,5.000000,5.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Reduced Rate 1|SINGLE_RATE|Reduced Rate 1|21|||||F,RIUS104111|5.0|MATCHED|PAYCHARGED||5.000000|0.000000|5.0|5|Y,2023-03-29
PT032923A036,1,VERTEX AU VAT,COUNTRY AU INPUT,VTX_AU_VAT_I_STD,VTX_AU_800360000,10.000000,10.000000,100.000000,N,100.000000,VAT|GST|VAT,AU201832048|DE6352410|||,AUSTRALIA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|10.0|MATCHED|PAYCHARGED||10.000000|0.000000|10.0|10|Y,2023-03-29
PT032923A039,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_USERDEF,VTX_GB_808260000,15.000000,15.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F,RIUS104111|15.0|MATCHED|PAYCHARGED||15.000000|0.000000|15.0|15|Y,2023-03-29
PT032923A038,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_LUXURY,VTX_GB_808260000,40.000000,40.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F,RIUS104111|40.0|MATCHED|PAYCHARGED||40.000000|0.000000|40.0|40|Y,2023-03-29
PT032923A033,1,VERTEX SG VAT,COUNTRY SG INPUT,VTX_SG_VAT_I_STD,VTX_SG_807020000,7.000000,7.000000,100.000000,N,100.000000,VAT|GST|VAT,SG411852989|DE6352410|||,SINGAPORE,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|7.0|MATCHED|PAYCHARGED||7.000000|0.000000|7.0|7|Y,2023-03-29
PT032923A032,1,VERTEX SG VAT,COUNTRY SG INPUT,VTX_SG_VAT_I_STD,VTX_SG_807020000,7.000000,7.000000,100.000000,N,100.000000,VAT|GST|VAT,SG521852975|SG4152630|||,SINGAPORE,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|7.0|MATCHED|PAYCHARGED||7.000000|0.000000|7.0|7|Y,2023-03-29
PT032923A035,1,VERTEX AU VAT,COUNTRY AU INPUT,VTX_AU_VAT_I_STD,VTX_AU_800360000,10.000000,10.000000,100.000000,N,100.000000,VAT|GST|VAT,AU201832048|AU745629873|||,AUSTRALIA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|10.0|MATCHED|PAYCHARGED||10.000000|0.000000|10.0|10|Y,2023-03-29
PT032923A034,1,VERTEX AU VAT,COUNTRY AU INPUT,VTX_AU_VAT_I_STD,VTX_AU_800360000,10.000000,10.000000,100.000000,N,100.000000,VAT|GST|VAT,AU201832048|AU745629873|||,AUSTRALIA,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|10.0|MATCHED|PAYCHARGED||10.000000|0.000000|10.0|10|Y,2023-03-29
PT032923A053,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,16.000000,16.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F,RIUS104111|16.0|MATCHED|PAYCHARGED||16.000000|0.000000|16.0|16|Y,2023-03-29
PT032923A052,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_MIXED,VTX_DE_802760000,18.000000,18.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A055,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,16.000000,16.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F,RIUS104111|16.0|MATCHED|PAYCHARGED||16.000000|0.000000|16.0|16|Y,2023-03-29
PT032923A054,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,16.000000,16.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F,RIUS104111|16.0|MATCHED|PAYCHARGED||16.000000|0.000000|16.0|16|Y,2023-03-29
PT032923A049,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_USERDEF,VTX_DE_802760000,15.000000,15.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F,RIUS104111|15.0|MATCHED|PAYCHARGED||15.000000|0.000000|15.0|15|Y,2023-03-29
PT032923A048,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_USERDEF,VTX_DE_802760000,15.000000,15.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F,RIUS104111|15.0|MATCHED|PAYCHARGED||15.000000|0.000000|15.0|15|Y,2023-03-29
PT032923A051,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_MIXED,VTX_DE_802760000,18.000000,18.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A050,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_MIXED,VTX_DE_802760000,18.000000,18.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A045,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_LUXURY,VTX_DE_802760000,40.000000,40.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F,RIUS104111|40.0|MATCHED|PAYCHARGED||40.000000|0.000000|40.0|40|Y,2023-03-29
PT032923A044,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_LUXURY,VTX_DE_802760000,40.000000,40.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F,RIUS104111|40.0|MATCHED|PAYCHARGED||40.000000|0.000000|40.0|40|Y,2023-03-29
PT032923A047,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_USERDEF,VTX_DE_802760000,15.000000,15.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F,RIUS104111|15.0|MATCHED|PAYCHARGED||15.000000|0.000000|15.0|15|Y,2023-03-29
PT032923A046,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_LUXURY,VTX_DE_802760000,40.000000,40.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F,RIUS104111|40.0|MATCHED|PAYCHARGED||40.000000|0.000000|40.0|40|Y,2023-03-29
PT032923A041,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,16.000000,16.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F,RIUS104111|16.0|MATCHED|PAYCHARGED||16.000000|0.000000|16.0|16|Y,2023-03-29
PT032923A040,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_MIXED,VTX_GB_808260000,18.000000,18.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,RIUS104111|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y,2023-03-29
PT032923A043,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,5.000000,5.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F,RIUS104111|5.0|MATCHED|PAYCHARGED||5.000000|0.000000|5.0|5|Y,2023-03-29
PT032923A042,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,9.000000,9.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Reduced Rate 4|SINGLE_RATE|Reduced Rate 4|21|||||F,RIUS104111|9.0|MATCHED|PAYCHARGED||9.000000|0.000000|9.0|9|Y,2023-03-29
PT032923A069,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_EXEMPT,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,EXEMPT|DEFAULT|Exempt||Exempt|21|||||T,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A068,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_OUTOFSCOPE,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|GB852145872|||,UNITED KINGDOM,NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A071,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_REDUCED,VTX_ES_807240000,4.000000,4.000000,100.000000,N,100.000000,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Reduced Rate 2|SINGLE_RATE|Reduced Rate 2|21|||||F,RIUS104111|4.0|MATCHED|PAYCHARGED||4.000000|0.000000|4.0|4|Y,2023-03-29
PT032923A070,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|ES4152630|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A070,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_ZERO,VTX_ES_807240000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A070,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_ZERO,VTX_ES_807240000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,GB804979985|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A065,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A065,1,VERTEX NL VAT,COUNTRY NL INPUT,VTX_NL_VAT_I_ZERO,VTX_NL_805280000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,NETHERLANDS,TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A065,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A064,1,VERTEX ES VAT,COUNTRY ES ADDLVAT INPUT,VTX_ES_AVAT_I_STD,VTX_ES_807240000,5.200000,5.200000,100.000000,N,100.000000,VAT|Additional VAT|Additional VAT,ESN0071677A|ES6518992|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|26.2|MATCHED|PAYCHARGED||26.200000|0.000000|26.2|26.2|Y,2023-03-29
PT032923A064,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_STD,VTX_ES_807240000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,ESN0071677A|ES6518992|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|26.2|MATCHED|PAYCHARGED||26.200000|0.000000|26.2|26.2|Y,2023-03-29
PT032923A067,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A067,1,VERTEX NL VAT,COUNTRY NL INPUT,VTX_NL_VAT_I_ZERO,VTX_NL_805280000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,NETHERLANDS,TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A067,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A066,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A066,1,VERTEX NL VAT,COUNTRY NL INPUT,VTX_NL_VAT_I_ZERO,VTX_NL_805280000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,NETHERLANDS,TAXABLE|DEFAULT|Zero Rate||Zero Rate|01|03||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A066,1,VERTEX GB VAT,COUNTRY GB INPUT,VTX_GB_VAT_I_ZERO,VTX_GB_808260000,0.000000,0.000000,100.000000,N,100.000000,VAT|VAT|VAT,NL814704979B01|GB852145872|||,UNITED KINGDOM,TAXABLE|DEFAULT|Zero Rate||Zero Rate|09|||||F,RIUS104111|0.0|MATCHED|PAYCHARGED||0|0.0|0.0|0|Y,2023-03-29
PT032923A061,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,5.000000,5.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F,RIUS104111|5.0|MATCHED|PAYCHARGED||5.000000|0.000000|5.0|5|Y,2023-03-29
PT032923A060,1,VERTEX DE VAT,COUNTRY DE INPUT,VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,5.000000,5.000000,100.000000,N,100.000000,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F,RIUS104111|5.0|MATCHED|PAYCHARGED||5.000000|0.000000|5.0|5|Y,2023-03-29
PT032923A063,1,VERTEX ES VAT,COUNTRY ES INPUT,VTX_ES_VAT_I_STD,VTX_ES_807240000,21.000000,21.000000,100.000000,N,100.000000,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|26.2|MATCHED|PAYCHARGED||26.200000|0.000000|26.2|26.2|Y,2023-03-29
PT032923A063,1,VERTEX ES VAT,COUNTRY ES ADDLVAT INPUT,VTX_ES_AVAT_I_STD,VTX_ES_807240000,5.200000,5.200000,100.000000,N,100.000000,VAT|Additional VAT|Additional VAT,ESN0071677A|ES4152630|||,SPAIN,TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F,RIUS104111|26.2|MATCHED|PAYCHARGED||26.200000|0.000000|26.2|26.2|Y,2023-03-29
