TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
JK051923VCM006,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM009,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM008,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM131,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM130,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM133,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM132,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM127,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM126,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM129,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM128,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM123,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM122,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM125,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM124,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM119,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM121,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM120,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM147,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM146,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM149,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM148,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM143,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM142,1,VERTEX ZA VAT,COUNTRY ZA OUTPUT,VTX_ZA_VAT_STD,VTX_ZA_807100000,0.000000,0.000000,0.000000,N,N,NONE||,N,SOUTH AFRICA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM145,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM144,1,VERTEX TR VAT,COUNTRY TR OUTPUT,VTX_TR_VAT_STD,VTX_TR_807920000,0.000000,0.000000,0.000000,N,N,NONE||,N,TURKEY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM139,1,VERTEX MX VAT,COUNTRY MX OUTPUT,VTX_MX_VAT_STD,VTX_MX_804840000,0.000000,0.000000,0.000000,N,N,NONE||,N,MEXICO,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM138,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM141,1,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM140,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM135,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM134,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM137,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM136,1,VERTEX CZ VAT,COUNTRY CZ OUTPUT,VTX_CZ_VAT_STD,VTX_CZ_802030000,0.000000,0.000000,0.000000,N,N,NONE||,N,CZECH REPUBLIC,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM163,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM162,2,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM162,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM165,1,VERTEX TR VAT,COUNTRY TR OUTPUT,VTX_TR_VAT_STD,VTX_TR_807920000,0.000000,0.000000,0.000000,N,N,NONE||,N,TURKEY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM164,1,VERTEX SE VAT,COUNTRY SE OUTPUT,VTX_SE_VAT_STD,VTX_SE_807520000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWEDEN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM159,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM158,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM161,1,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM160,2,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM160,1,VERTEX SK VAT,COUNTRY SK OUTPUT,VTX_SK_VAT_STD,VTX_SK_807030000,0.000000,0.000000,0.000000,N,N,NONE||,N,SLOVAKIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM155,1,VERTEX MX VAT,COUNTRY MX OUTPUT,VTX_MX_VAT_STD,VTX_MX_804840000,0.000000,0.000000,0.000000,N,N,NONE||,N,MEXICO,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM154,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM157,1,VERTEX PL VAT,COUNTRY PL OUTPUT,VTX_PL_VAT_STD,VTX_PL_806160000,0.000000,0.000000,0.000000,N,N,NONE||,N,POLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM156,1,VERTEX MX VAT,COUNTRY MX OUTPUT,VTX_MX_VAT_STD,VTX_MX_804840000,0.000000,0.000000,0.000000,N,N,NONE||,N,MEXICO,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM151,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM150,1,VERTEX HU VAT,COUNTRY HU OUTPUT,VTX_HU_VAT_STD,VTX_HU_803480000,0.000000,0.000000,0.000000,N,N,NONE||,N,HUNGARY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM153,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM152,1,VERTEX IE VAT,COUNTRY IE OUTPUT,VTX_IE_VAT_STD,VTX_IE_803720000,0.000000,0.000000,0.000000,N,N,NONE||,N,IRELAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM179,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM178,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM181,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM180,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM175,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM174,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM177,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM176,1,VERTEX AU VAT,COUNTRY AU OUTPUT,VTX_AU_VAT_STD,VTX_AU_800360000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRALIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM171,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM170,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM173,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM172,1,VERTEX CH VAT,COUNTRY CH OUTPUT,VTX_CH_VAT_STD,VTX_CH_807560000,0.000000,0.000000,0.000000,N,N,NONE||,N,SWITZERLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM167,1,VERTEX ZA VAT,COUNTRY ZA OUTPUT,VTX_ZA_VAT_STD,VTX_ZA_807100000,0.000000,0.000000,0.000000,N,N,NONE||,N,SOUTH AFRICA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM166,1,VERTEX TR VAT,COUNTRY TR OUTPUT,VTX_TR_VAT_STD,VTX_TR_807920000,0.000000,0.000000,0.000000,N,N,NONE||,N,TURKEY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM169,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM168,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM195,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM194,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM197,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM196,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM191,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM190,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM193,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM192,1,VERTEX SG VAT,COUNTRY SG OUTPUT,VTX_SG_VAT_STD,VTX_SG_807020000,0.000000,0.000000,0.000000,N,N,NONE||,N,SINGAPORE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM187,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM186,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM189,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM188,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM183,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM182,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM185,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM184,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM211,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM210,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM213,1,VERTEX BE VAT,COUNTRY BE OUTPUT,VTX_BE_VAT_STD,VTX_BE_800560000,0.000000,0.000000,0.000000,N,N,NONE||,N,BELGIUM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM212,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM207,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM206,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM209,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM208,1,VERTEX NO VAT,COUNTRY NO OUTPUT,VTX_NO_VAT_STD,VTX_NO_805780000,0.000000,0.000000,0.000000,N,N,NONE||,N,NORWAY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM203,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM202,2,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM202,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM205,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM204,1,VERTEX IT VAT,COUNTRY IT OUTPUT,VTX_IT_VAT_STD,VTX_IT_803800000,0.000000,0.000000,0.000000,N,N,NONE||,N,ITALY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM199,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM198,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM201,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM200,1,VERTEX FR VAT,COUNTRY FR OUTPUT,VTX_FR_VAT_STD,VTX_FR_802500000,0.000000,0.000000,0.000000,N,N,NONE||,N,FRANCE,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM227,1,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM227,5,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM227,6,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM227,2,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM227,3,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM227,4,VERTEX FI VAT,COUNTRY FI OUTPUT,VTX_FI_VAT_STD,VTX_FI_802460000,0.000000,0.000000,0.000000,N,N,NONE||,N,FINLAND,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM226,1,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM226,5,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM226,4,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM226,3,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM226,2,VERTEX EE VAT,COUNTRY EE OUTPUT,VTX_EE_VAT_STD,VTX_EE_802330000,0.000000,0.000000,0.000000,N,N,NONE||,N,ESTONIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM229,3,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM229,1,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM229,2,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM229,4,VERTEX LV VAT,COUNTRY LV OUTPUT,VTX_LV_VAT_STD,VTX_LV_804280000,0.000000,0.000000,0.000000,N,N,NONE||,N,LATVIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM228,2,VERTEX GR VAT,COUNTRY GR OUTPUT,VTX_GR_VAT_STD,VTX_GR_803000000,0.000000,0.000000,0.000000,N,N,NONE||,N,GREECE,NO_TAX||||||||||F,N,2023-05-19
