TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
IF100421CM012,174,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,-100,N,100,VAT|VAT|VAT,PT513069305|DE6352410|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|-22.0|MATCHED|PAYCHARGED||-22.000000|0.000000|-22.0|-22|Y
IF100421CM012,174,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,-22,22,-100,N,100,VAT|VAT|VAT,PT513069305|DE6352410|||,MADEIRA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-22.0|MATCHED|PAYCHARGED||-22.000000|0.000000|-22.0|-22|Y
IF100421CM013,176,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,-100,N,100,VAT|VAT|VAT,PT513069950|PT4152630|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM013,176,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,-18,18,-100,N,100,VAT|VAT|VAT,PT513069950||||,AZORES,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM014,178,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,-100,N,100,VAT|VAT|VAT,PT513069968|PT4152630|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM014,178,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,-18,18,-100,N,100,VAT|VAT|VAT,PT513069968||||,AZORES,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM015,180,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,-100,N,100,VAT|VAT|VAT,PT513069976|DE6352410|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM015,180,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,-18,18,-100,N,100,VAT|VAT|VAT,PT513069976|DE6352410|||,AZORES,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM016,182,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_STD,VTX_PT_806200000,-23,23,-100,N,100,VAT|VAT|VAT,PT513069291|PT4152630|||,PORTUGAL,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-23.0|MATCHED|PAYCHARGED||-23.000000|0.000000|-23.0|-23|Y
IF100421CM017,184,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_STD,VTX_PT_806200000,-23,23,-100,N,100,VAT|VAT|VAT,PT513069291|PT4152630|||,PORTUGAL,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-23.0|MATCHED|PAYCHARGED||-23.000000|0.000000|-23.0|-23|Y
IF100421CM018,186,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_STD,VTX_PT_806200000,-23,23,-100,N,100,VAT|VAT|VAT,PT513069291|DE6352410|||,PORTUGAL,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-23.0|MATCHED|PAYCHARGED||-23.000000|0.000000|-23.0|-23|Y
IF100421CM019,188,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_STD,VTX_DE_802760000,-19,19,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-19.0|MATCHED|PAYCHARGED||-19.000000|0.000000|-19.0|-19|Y
IF100421A010,19,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,100,N,100,VAT|VAT|VAT,PT513069305|PT4152630|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y
IF100421A010,19,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,22,22,100,N,100,VAT|VAT|VAT,PT513069305||||,MADEIRA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y
IF100421CM020,190,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_STD,VTX_DE_802760000,-19,19,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-19.0|MATCHED|PAYCHARGED||-19.000000|0.000000|-19.0|-19|Y
IF100421CM021,192,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_STD,VTX_DE_802760000,-19,19,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-19.0|MATCHED|PAYCHARGED||-19.000000|0.000000|-19.0|-19|Y
IF100421CM022,194,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,-20,20,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-20.0|MATCHED|PAYCHARGED||-20.000000|0.000000|-20.0|-20|Y
IF100421CM023,196,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,-20,20,-100,N,100,VAT|VAT|VAT,GB805979783|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-20.0|MATCHED|PAYCHARGED||-20.000000|0.000000|-20.0|-20|Y
IF100421CM024,198,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_STD,VTX_GB_808260000,-20,20,-100,N,100,VAT|VAT|VAT,GB805979881|GB6352410|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-20.0|MATCHED|PAYCHARGED||-20.000000|0.000000|-20.0|-20|Y
IF100421CM025,200,"VERTEX NL VAT","COUNTRY NL INPUT",VTX_NL_VAT_I_STD,VTX_NL_805280000,-21,21,-100,N,100,VAT|VAT|VAT,NL814704979B01|AT4152630|||,NETHERLANDS,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-21.0|MATCHED|PAYCHARGED||-21.000000|0.000000|-21.0|-21|Y
IF100421CM026,202,"VERTEX NL VAT","COUNTRY NL INPUT",VTX_NL_VAT_I_STD,VTX_NL_805280000,-21,21,-100,N,100,VAT|VAT|VAT,NL814704979B01|AT4152630|||,NETHERLANDS,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-21.0|MATCHED|PAYCHARGED||-21.000000|0.000000|-21.0|-21|Y
IF100421CM027,204,"VERTEX NL VAT","COUNTRY NL INPUT",VTX_NL_VAT_I_STD,VTX_NL_805280000,-21,21,-100,N,100,VAT|VAT|VAT,NL814704979B01|DE6352410|||,NETHERLANDS,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-21.0|MATCHED|PAYCHARGED||-21.000000|0.000000|-21.0|-21|Y
IF100421CM028,206,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-21.0|MATCHED|PAYCHARGED||-21.000000|0.000000|-21.0|-21|Y
IF100421CM029,208,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-21.0|MATCHED|PAYCHARGED||-21.000000|0.000000|-21.0|-21|Y
IF100421A011,21,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,100,N,100,VAT|VAT|VAT,PT513069305|PT4152630|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y
IF100421A011,21,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,22,22,100,N,100,VAT|VAT|VAT,PT513069305||||,MADEIRA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y
IF100421CM030,210,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES6518992|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-21.0|MATCHED|PAYCHARGED||-21.000000|0.000000|-21.0|-21|Y
IF100421CM031,212,"VERTEX SG VAT","COUNTRY SG INPUT",VTX_SG_VAT_I_STD,VTX_SG_807020000,-7,7,-100,N,100,VAT|GST|VAT,SG631852963|SG4152630|||,SINGAPORE,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-7.0|MATCHED|PAYCHARGED||-7.000000|0.000000|-7.0|-7|Y
IF100421CM032,214,"VERTEX SG VAT","COUNTRY SG INPUT",VTX_SG_VAT_I_STD,VTX_SG_807020000,-7,7,-100,N,100,VAT|GST|VAT,SG521852975|SG4152630|||,SINGAPORE,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-7.0|MATCHED|PAYCHARGED||-7.000000|0.000000|-7.0|-7|Y
IF100421CM033,216,"VERTEX SG VAT","COUNTRY SG INPUT",VTX_SG_VAT_I_STD,VTX_SG_807020000,-7,7,-100,N,100,VAT|GST|VAT,SG411852989|DE6352410|||,SINGAPORE,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-7.0|MATCHED|PAYCHARGED||-7.000000|0.000000|-7.0|-7|Y
IF100421CM034,218,"VERTEX AU VAT","COUNTRY AU INPUT",VTX_AU_VAT_I_STD,VTX_AU_800360000,-10,10,-100,N,100,VAT|GST|VAT,AU201832048|AU745629873|||,AUSTRALIA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-10.0|MATCHED|PAYCHARGED||-10.000000|0.000000|-10.0|-10|Y
IF100421CM035,220,"VERTEX AU VAT","COUNTRY AU INPUT",VTX_AU_VAT_I_STD,VTX_AU_800360000,-10,10,-100,N,100,VAT|GST|VAT,AU201832048|AU745629873|||,AUSTRALIA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-10.0|MATCHED|PAYCHARGED||-10.000000|0.000000|-10.0|-10|Y
IF100421CM036,222,"VERTEX AU VAT","COUNTRY AU INPUT",VTX_AU_VAT_I_STD,VTX_AU_800360000,-10,10,-100,N,100,VAT|GST|VAT,AU201832048|DE6352410|||,AUSTRALIA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-10.0|MATCHED|PAYCHARGED||-10.000000|0.000000|-10.0|-10|Y
IF100421CM037,224,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-5,5,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 1|SINGLE_RATE|Reduced Rate 1|21|||||F",321|-5.0|MATCHED|PAYCHARGED||-5.000000|0.000000|-5.0|-5|Y
IF100421CM038,226,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_LUXURY,VTX_GB_808260000,-40,40,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F",321|-40.0|MATCHED|PAYCHARGED||-40.000000|0.000000|-40.0|-40|Y
IF100421CM039,228,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_USERDEF,VTX_GB_808260000,-15,15,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F",321|-15.0|MATCHED|PAYCHARGED||-15.000000|0.000000|-15.0|-15|Y
IF100421A012,23,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,100,N,100,VAT|VAT|VAT,PT513069305|DE6352410|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y
IF100421A012,23,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200001,22,22,100,N,100,VAT|VAT|VAT,PT513069305|DE6352410|||,MADEIRA,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|22.0|MATCHED|PAYCHARGED||22.000000|0.000000|22.0|22|Y
IF100421CM040,230,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_MIXED,VTX_GB_808260000,-18,18,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM",TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM041,232,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-16,16,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F",321|-16.0|MATCHED|PAYCHARGED||-16.000000|0.000000|-16.0|-16|Y
IF100421CM042,234,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-9,9,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 4|SINGLE_RATE|Reduced Rate 4|21|||||F",321|-9.0|MATCHED|PAYCHARGED||-9.000000|0.000000|-9.0|-9|Y
IF100421CM043,236,"VERTEX GB VAT","COUNTRY GB INPUT",VTX_GB_VAT_I_REDUCED,VTX_GB_808260000,-5,5,-100,N,100,VAT|VAT|VAT,GB804979985|GB852145872|||,"UNITED KINGDOM","TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F",321|-5.0|MATCHED|PAYCHARGED||-5.000000|0.000000|-5.0|-5|Y
IF100421CM044,238,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_LUXURY,VTX_DE_802760000,-40,40,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F",321|-40.0|MATCHED|PAYCHARGED||-40.000000|0.000000|-40.0|-40|Y
IF100421CM045,240,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_LUXURY,VTX_DE_802760000,-40,40,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F",321|-40.0|MATCHED|PAYCHARGED||-40.000000|0.000000|-40.0|-40|Y
IF100421CM046,242,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_LUXURY,VTX_DE_802760000,-40,40,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,"TAXABLE|DEFAULT|Luxury Rate|SINGLE_RATE|Luxury Rate|21|||||F",321|-40.0|MATCHED|PAYCHARGED||-40.000000|0.000000|-40.0|-40|Y
IF100421CM047,244,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_USERDEF,VTX_DE_802760000,-15,15,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F",321|-15.0|MATCHED|PAYCHARGED||-15.000000|0.000000|-15.0|-15|Y
IF100421CM048,246,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_USERDEF,VTX_DE_802760000,-15,15,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F",321|-15.0|MATCHED|PAYCHARGED||-15.000000|0.000000|-15.0|-15|Y
IF100421CM049,248,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_USERDEF,VTX_DE_802760000,-15,15,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,"TAXABLE|DEFAULT|User Defined|SINGLE_RATE|User Defined|21|||||F",321|-15.0|MATCHED|PAYCHARGED||-15.000000|0.000000|-15.0|-15|Y
IF100421A013,25,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,100,N,100,VAT|VAT|VAT,PT513069950|PT4152630|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421A013,25,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,18,18,100,N,100,VAT|VAT|VAT,PT513069950||||,AZORES,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421CM050,250,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_MIXED,VTX_DE_802760000,-18,18,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM051,252,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_MIXED,VTX_DE_802760000,-18,18,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM052,254,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_MIXED,VTX_DE_802760000,-18,18,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,TAXABLE|DEFAULT|Mixed|SINGLE_RATE|Mixed|21|||||F,321|-18.0|MATCHED|PAYCHARGED||-18.000000|0.000000|-18.0|-18|Y
IF100421CM053,256,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-16,16,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F",321|-16.0|MATCHED|PAYCHARGED||-16.000000|0.000000|-16.0|-16|Y
IF100421CM054,258,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-16,16,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F",321|-16.0|MATCHED|PAYCHARGED||-16.000000|0.000000|-16.0|-16|Y
IF100421CM055,260,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-16,16,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 3|SINGLE_RATE|Reduced Rate 3|21|||||F",321|-16.0|MATCHED|PAYCHARGED||-16.000000|0.000000|-16.0|-16|Y
IF100421CM056,262,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-9,9,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 4|SINGLE_RATE|Reduced Rate 4|21|||||F",321|-9.0|MATCHED|PAYCHARGED||-9.000000|0.000000|-9.0|-9|Y
IF100421CM057,264,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-9,9,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 4|SINGLE_RATE|Reduced Rate 4|21|||||F",321|-9.0|MATCHED|PAYCHARGED||-9.000000|0.000000|-9.0|-9|Y
IF100421CM058,266,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-9,9,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 4|SINGLE_RATE|Reduced Rate 4|21|||||F",321|-9.0|MATCHED|PAYCHARGED||-9.000000|0.000000|-9.0|-9|Y
IF100421CM059,268,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-5,5,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F",321|-5.0|MATCHED|PAYCHARGED||-5.000000|0.000000|-5.0|-5|Y
IF100421A014,27,"VERTEX PT VAT","COUNTRY PT INPUT",VTX_PT_VAT_I_OUTOFSCOPE,VTX_PT_806200000,0,0,100,N,100,VAT|VAT|VAT,PT513069968|PT4152630|||,PORTUGAL,"NONTAXABLE|DEFAULT|Outside the Scope||Outside the Scope|21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421A014,27,"VERTEX PT VAT","TERRITORY PT INPUT",VTX_PT_VAT_TI_STD,VTX_PT_T_806200002,18,18,100,N,100,VAT|VAT|VAT,PT513069968||||,AZORES,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|18.0|MATCHED|PAYCHARGED||18.000000|0.000000|18.0|18|Y
IF100421CM060,270,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-5,5,-100,N,100,VAT|VAT|VAT,DE224193841|DE4152630|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F",321|-5.0|MATCHED|PAYCHARGED||-5.000000|0.000000|-5.0|-5|Y
IF100421CM061,272,"VERTEX DE VAT","COUNTRY DE INPUT",VTX_DE_VAT_I_REDUCED,VTX_DE_802760000,-5,5,-100,N,100,VAT|VAT|VAT,DE224193841|DE6352410|||,GERMANY,"TAXABLE|DEFAULT|Reduced Rate 5|SINGLE_RATE|Reduced Rate 5|21|||||F",321|-5.0|MATCHED|PAYCHARGED||-5.000000|0.000000|-5.0|-5|Y
IF100421CM062,274,"VERTEX ES VAT","COUNTRY ES ADDLVAT INPUT",VTX_ES_AVAT_I_STD,VTX_ES_807240000,-5.2,5.2,-100,N,100,"VAT|Additional VAT|Additional VAT",ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-26.2|MATCHED|PAYCHARGED||-26.200000|0.000000|-26.2|-26.2|Y
IF100421CM062,274,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-26.2|MATCHED|PAYCHARGED||-26.200000|0.000000|-26.2|-26.2|Y
IF100421CM063,276,"VERTEX ES VAT","COUNTRY ES ADDLVAT INPUT",VTX_ES_AVAT_I_STD,VTX_ES_807240000,-5.2,5.2,-100,N,100,"VAT|Additional VAT|Additional VAT",ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-26.2|MATCHED|PAYCHARGED||-26.200000|0.000000|-26.2|-26.2|Y
IF100421CM063,276,"VERTEX ES VAT","COUNTRY ES INPUT",VTX_ES_VAT_I_STD,VTX_ES_807240000,-21,21,-100,N,100,VAT|VAT|VAT,ESN0071677A|ES4152630|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-26.2|MATCHED|PAYCHARGED||-26.200000|0.000000|-26.2|-26.2|Y
IF100421CM064,278,"VERTEX ES VAT","COUNTRY ES ADDLVAT INPUT",VTX_ES_AVAT_I_STD,VTX_ES_807240000,-5.2,5.2,-100,N,100,"VAT|Additional VAT|Additional VAT",ESN0071677A|ES6518992|||,SPAIN,"TAXABLE|DEFAULT|Standard Rate|SINGLE_RATE|Standard Rate|21|||||F",321|-26.2|MATCHED|PAYCHARGED||-26.200000|0.000000|-26.2|-26.2|Y
