TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
AM121720_ZERO_A02,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,321|219074.69|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-219074.690000|221.88||
