PO_NUMBER,CREATION_DATE,RECOVERABLE_TAX,NONRECOVERABLE_TAX,ATTRIBUTE1,ATTRIBUTE2
13639,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_67,67
13568,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_186,186
13709,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_686,686
13791,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_527,527
13798,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_534,534
13573,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_1,1
13583,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_11,11
13584,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_12,12
13732,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_697,697
13738,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_703,703
13754,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_707,707
13755,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_708,708
13897,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_406,406
13927,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_410,410
13869,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_566,566
13377,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_193,193
13378,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_194,194
13757,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_710,710
13898,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_576,576
13591,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_19,19
13785,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_726,726
13953,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_419,419
13961,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_427,427
13407,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_211,211
14003,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_443,443
13611,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_39,39
13836,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_753,753
13853,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_758,758
13855,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_760,760
14013,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_453,453
14014,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_454,454
13619,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_47,47
13859,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_764,764
13884,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_776,776
13627,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_55,55
13633,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_61,61
13951,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_799,799
13940,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_593,593
13917,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_790,790
13919,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_792,792
14063,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_477,477
13720,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_495,495
13995,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_620,620
14002,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_627,627
13744,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_506,506
13748,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_510,510
13767,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_516,516
13366,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_374,374
13367,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_375,375
14023,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_636,636
14026,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_639,639
13543,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_161,161
14045,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_646,646
14052,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_653,653
14068,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_657,657
13821,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_544,544
13554,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_172,172
13388,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_384,384
13391,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_387,387
14069,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_658,658
14074,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_663,663
14091,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_668,668
13849,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_559,559
13773,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_522,522
13396,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_392,392
13558,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_176,176
13559,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_177,177
14096,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_673,673
13676,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_104,104
13680,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_108,108
13681,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_109,109
13682,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_110,110
13683,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_111,111
14184,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_924,924
14189,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_929,929
14192,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_932,932
14194,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_934,934
14196,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_936,936
14197,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_937,937
14199,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_939,939
14211,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_951,951
13327,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_335,335
14226,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_809,809
13513,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_131,131
13480,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_278,278
13468,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_266,266
13473,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_271,271
14246,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_829,829
14248,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_831,831
14266,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_849,849
13344,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_352,352
13516,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_134,134
13520,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_138,138
13522,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_140,140
14276,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_859,859
14278,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_861,861
14280,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_863,863
13349,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_357,357
14291,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_874,874
13653,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_81,81
13655,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_83,83
13428,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_226,226
14105,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_960,960
14113,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_968,968
13433,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_231,231
13434,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_232,232
14125,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_980,980
14132,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_987,987
13441,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_239,239
14151,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_891,891
13448,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_246,246
13671,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_99,99
14173,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_913,913
14175,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_915,915
13419,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_217,217
13422,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_220,220
13488,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_286,286
13489,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_287,287
13495,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_293,293
13482,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_280,280
13646,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_74,74
13560,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_178,178
13561,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_179,179
13565,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_183,183
13710,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_687,687
13892,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_401,401
13574,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_2,2
13739,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_704,704
13740,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_705,705
13753,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_706,706
13924,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_407,407
13587,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_15,15
13759,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_712,712
13778,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_719,719
13931,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_414,414
13400,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_204,204
13403,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_207,207
13787,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_728,728
13806,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_735,735
13406,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_210,210
13592,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_20,20
13598,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_26,26
13814,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_743,743
13979,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_432,432
13984,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_437,437
13608,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_36,36
13610,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_38,38
13612,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_40,40
13860,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_765,765
13883,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_775,775
14035,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_462,462
14055,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_469,469
13630,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_58,58
13886,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_778,778
14056,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_470,470
13952,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_800,800
13939,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_592,592
13916,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_789,789
13920,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_793,793
14079,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_480,480
14087,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_488,488
13972,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_609,609
13975,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_612,612
13993,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_618,618
13724,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_499,499
13727,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_502,502
13741,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_503,503
13999,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_624,624
13746,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_508,508
13824,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_547,547
13370,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_378,378
13372,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_380,380
13387,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_383,383
14047,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_648,648
13826,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_549,549
13841,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_551,551
13844,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_554,554
14071,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_660,660
14093,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_670,670
13866,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_563,563
13776,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_525,525
13411,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_395,395
13413,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_397,397
13703,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_680,680
13677,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_105,105
14182,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_922,922
13456,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_254,254
13325,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_333,333
13331,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_339,339
14220,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_803,803
14224,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_807,807
14227,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_810,810
14231,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_814,814
13692,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_120,120
13696,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_124,124
13702,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_130,130
14238,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_821,821
13469,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_267,267
13476,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_274,274
14255,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_838,838
14258,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_841,841
13341,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_349,349
14270,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_853,853
13345,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_353,353
13515,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_133,133
14273,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_856,856
14275,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_858,858
14281,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_864,864
14288,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_871,871
14292,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_875,875
13357,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_365,365
14112,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_967,967
14115,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_970,970
13439,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_237,237
14127,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_982,982
14128,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_983,983
13500,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_298,298
13659,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_87,87
14133,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_988,988
14134,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_989,989
14137,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_992,992
14139,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_994,994
13662,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_90,90
14146,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_886,886
14149,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_889,889
14150,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_890,890
13446,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_244,244
13453,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_251,251
14156,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_896,896
14161,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_901,901
14169,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_909,909
14171,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_911,911
13421,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_219,219
13493,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_291,291
13485,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_283,283
13642,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_70,70
13645,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_73,73
13567,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_185,185
13713,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_690,690
13578,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_6,6
13735,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_700,700
13870,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_567,567
13871,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_568,568
13586,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_14,14
13570,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_188,188
13760,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_713,713
13780,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_721,721
13782,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_723,723
13930,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_413,413
13932,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_415,415
13588,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_16,16
13935,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_418,418
13594,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_22,22
13599,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_27,27
13807,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_736,736
13808,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_737,737
13829,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_746,746
13607,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_35,35
13834,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_751,751
13838,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_755,755
13854,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_759,759
13623,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_51,51
13624,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_52,52
13864,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_769,769
13865,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_770,770
14030,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_457,457
13629,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_57,57
13922,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_795,795
13885,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_777,777
13862,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_767,767
14057,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_471,471
14058,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_472,472
13912,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_785,785
13945,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_598,598
13965,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_602,602
13966,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_603,603
14080,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_481,481
14085,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_486,486
13990,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_615,615
13745,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_507,507
13766,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_515,515
13538,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_156,156
13540,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_158,158
13362,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_370,370
13364,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_372,372
14020,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_633,633
14024,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_637,637
13823,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_546,546
13825,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_548,548
13801,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_537,537
13371,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_379,379
14046,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_647,647
13842,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_552,552
13847,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_557,557
14072,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_661,661
14075,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_664,664
13774,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_523,523
13777,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_526,526
14102,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_679,679
14202,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_942,942
14203,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_943,943
14204,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_944,944
13690,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_118,118
13454,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_252,252
13459,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_257,257
13461,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_259,259
13463,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_261,261
14209,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_949,949
14213,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_953,953
13467,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_265,265
13697,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_125,125
13698,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_126,126
14245,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_828,828
13474,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_272,272
13475,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_273,273
13477,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_275,275
13343,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_351,351
13521,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_139,139
14272,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_855,855
13528,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_146,146
14287,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_870,870
13358,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_366,366
13359,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_367,367
13361,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_369,369
13531,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_149,149
13532,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_150,150
14302,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_885,885
13652,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_80,80
13429,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_227,227
14110,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_965,965
13431,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_229,229
13432,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_230,230
13438,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_236,236
13497,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_295,295
14118,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_973,973
14121,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_976,976
14123,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_978,978
14124,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_979,979
13660,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_88,88
14130,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_985,985
14142,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_997,997
14148,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_888,888
13444,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_242,242
13510,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_308,308
13304,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_312,312
13672,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_100,100
13490,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_288,288
13640,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_68,68
13643,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_71,71
13644,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_72,72
13562,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_180,180
13566,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_184,184
13707,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_684,684
13711,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_688,688
13712,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_689,689
13728,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_693,693
13729,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_694,694
13730,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_695,695
13731,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_696,696
13793,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_529,529
13576,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_4,4
13582,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_10,10
13585,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_13,13
13736,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_701,701
13925,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_408,408
13928,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_411,411
13874,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_571,571
13761,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_714,714
13779,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_720,720
13878,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_575,575
13933,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_416,416
13589,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_17,17
13955,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_421,421
13964,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_430,430
13405,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_209,209
13830,2022-10-19T00:00:00.000+00:00,0,40.13,QY101922_747,747
