TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
RK091521CM06,,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,-10,1,-1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM06,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-48.5,4.85,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM06,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-48.5,4.85,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM06,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-48.5,4.85,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM06,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-48.5,4.85,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,-100,1,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-485,4.85,-10000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-485,4.85,-10000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-485,4.85,-10000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM07,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-485,4.85,-10000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-45,4.5,-1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",CITY,STD,CI-VTL-450190014,-10,1,-1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,"CASTLE VALLEY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",COUNTY,STD,CO-VTL-100250000,-10,1,-1000,N,,"SELLER_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,
RK091521CM08,,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,-22.5,2.25,-1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,
RK091521CM08,,"VERTEX US TAX",COUNTY,STD,CO-VTL-450190000,-10,1,-1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,GRAND,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-3.75,.375,-1000,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",STATE,STD,ST-VTL-100000000,-60,6,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-40,4,-1000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,-70,7,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM08,,"VERTEX US TAX",STATE,STD,ST-VTL-450000000,-48.5,4.85,-1000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,UTAH,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM09,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-413.33,4.5,-9184.84,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM09,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-34.44,.375,-9184.84,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM09,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-367.39,4,-9184.84,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-90,4.5,-2000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-90,4.5,-2000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-90,4.5,-2000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-45,4.5,-1000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-7.5,.375,-2000,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-7.5,.375,-2000,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-7.5,.375,-2000,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-3.75,.375,-1000,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-80,4,-2000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-80,4,-2000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-80,4,-2000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM10,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-40,4,-1000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM11,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-450,4.5,-10000,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM11,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-37.5,.375,-10000,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM11,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-400,4,-10000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM12,,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,-36,2.25,-1600,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|CUSTLEVELREG124|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,
RK091521CM12,,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,-700,7,-10000,N,,"SELLER_USE|Sales and Use Tax|General Sales and Use Tax",|SiteRegLevel123|||,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM13DEC,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-2653.95,4.5,-58976.54,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM13DEC,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-221.16,.375,-58976.54,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM13DEC,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-2359.06,4,-58976.54,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM14DEC1,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-2653.95,4.5,-58976.55,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM14DEC1,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-221.16,.375,-58976.55,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM14DEC1,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-2359.06,4,-58976.55,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM15DEC2,,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-2653.95,4.5,-58976.55,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM15DEC2,,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-221.16,.375,-58976.55,N,,"SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",98-765432|SiteRegLevel123|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM15DEC2,,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-2359.06,4,-58976.55,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",|CUSTLEVELREG124|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,
RK091521CM16CURR,,"VERTEX COMMON TAX","COUNTRY FV OUTPUT",STD,VTX_CNTRY_FV_OUTPUT_JURCD,-100,10,-1000,N,,"VAT|National Consumption Tax|VAT",JP20180803|JP20190148|||,JAPAN,"TAXABLE|OGSTC|Standard Rate|SINGLE_RATE||21|||||F",
RK091521WTAX1,,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,700,7,10000,N,,,,,,
